Rank,Validator Name,Validator Vote Account,Active Stake (SOL),Percentage of total stake (%),Cumulative Stake (%),Issuance Rewards Commission (%),Jito MEV Commission Rate (%),Issuance Revenue (SOL),Issuance Revenue as % of Total Revenue (%),Jito MEV Revenue (SOL),Jito MEV Revenue as % of Total Revenue (%),Block Rewards Revenue (SOL),Block Rewards Revenue as % of Total Revenue (%),Total Revenue (SOL),Server Cost (SOL),Voting Cost (SOL),Profit(SOL),Profitable
119,Lion3d | 0% Forever,DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,475040.21,0.00126,0.752,0,0,0,0,0,0,6205.28,1,6205.28,133.33,365,5706.95,YES
120,,8HR5rCobbFMDe5EbgKdJLNDWVCeGG79w837BUxtsCngs,467474.96,0.00124,0.753,0.06,0.05,1927.65,0.2307,321.39,0.0385,6106.46,0.7308,8355.51,133.33,365,7857.17,YES
121,Solana Beach Validator,BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo,461896.74,0.00123,0.754,0.08,0.08,2539.54,0.2796,508.09,0.0559,6033.59,0.6644,9081.22,133.33,365,8582.89,YES
122,Juicy Stake,juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx,453140.13,0.00121,0.755,0.04,0.08,1245.7,0.1626,498.46,0.065,5919.21,0.7724,7663.36,133.33,365,7165.03,YES
123,Temporal Opal,oPaLTmyvoUhW26QCMwLA5JNUeBYy72PDpFoXQF8SeX4,450239.78,0.0012,0.756,0,0,0,0,0,0,5881.32,1,5881.32,133.33,365,5382.99,YES
124,Cavey Cool,CooLbbZy5Xmdt7DiHPQ3ss2uRXawnTXXVgpMS8E8jDzr,446642.42,0.00119,0.758,0,0,0,0,0,0,5834.33,1,5834.33,133.33,365,5336,YES
125,Chainode Tech & MEV(0% Fee),BxFf75Vtzro2Hy3coFHKxFMZo5au8W7J8BmLC3gCMotU,412186.57,0.0011,0.759,0,0,0,0,0,0,5384.25,1,5384.25,133.33,365,4885.91,YES
126,,G8hvpQDLe7hGgYtWYt4TJJEbGbgLFCBJYiMi9pMD9Kk2,395940.68,0.00105,0.76,0,0,0,0,0,0,5172.03,1,5172.03,133.33,365,4673.7,YES
127,,71nnaeTyVeA4pTozAPjRuQyMydQTZCrFUkz7Pzy5tiDJ,394893.47,0.00105,0.761,0.01,0.01,271.39,0.0495,54.3,0.0099,5158.35,0.9406,5484.05,133.33,365,4985.71,YES
128,Rustiq Technology,GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr,383724.88,0.00102,0.762,0.01,0.08,263.72,0.0463,422.1,0.0741,5012.46,0.8796,5698.28,133.33,365,5199.95,YES
129,Hanabi Staking 🎆 | Staking Champions,mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR,382115.39,0.00102,0.763,0.05,0.1,1313.06,0.1923,525.41,0.0769,4991.44,0.7308,6829.91,133.33,365,6331.58,YES
130,BlockStake Labs | 0% Fee,696fkFqwiLxsDG8Jr5MvU9kvGm9uuMuTPh3rn3ybRNQm,377582.96,0.001,0.764,0,1,0,0,5191.82,0.5128,4932.23,0.4872,10124.06,133.33,365,9625.72,YES
131,Temporal Topaz,7emL18Bnve7wbYE9Az7vYJjikxN6YPU81igf6rVU5FN8,375622.71,0.001,0.765,0,0,0,0,0,0,4906.63,1,4906.63,133.33,365,4408.29,YES
132,Stakin,4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN,368754.46,0.00098,0.766,0.05,0.05,1267.15,0.1999,253.52,0.04,4816.91,0.7601,6337.58,133.33,365,5839.24,YES
133,Sol Strategies,punK4RDD3pFbcum79ACHatYPLLE1hr5UNnQVUGNfeyP,362109.43,0.00096,0.767,0.05,0,1244.31,0.2083,0,0,4730.11,0.7917,5974.42,133.33,365,5476.09,YES
134,"Ubik Capital - 0% Fee, MEV",9sWYTuuR4s12Q4SuSfo5CfWaFggQwA6Z8pf8dWowN5rk,352474.35,0.00094,0.768,0,0,0,0,0,0,4604.25,1,4604.25,133.33,365,4105.91,YES
135,Trust Nodes,FiijvR2ibXEHaFqB127CxrL3vSj19K2Kx1jf2RbK4BWS,350369.6,0.00093,0.769,0.1,0.2,2407.94,0.303,963.53,0.1212,4576.75,0.5758,7948.22,133.33,365,7449.89,YES
136,Blocksmith 🗝️,SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,345924.88,0.00092,0.77,0,0,0,0,0,0,4518.69,1,4518.69,133.33,365,4020.36,YES
137,Starke Finance,D3QPJm7BDzzPeRG51YZSEz3LfV7GvFNu9NkcibzURxuj,337567.18,0.0009,0.77,0,0,0,0,0,0,4409.52,1,4409.52,133.33,365,3911.19,YES
138,NuFi,3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,336902.64,0.0009,0.771,0,0.08,0,0,370.6,0.0777,4400.84,0.9223,4771.44,133.33,365,4273.1,YES
139,Meria,H2tJNyMHnRF6ahCQLQ1sSycM4FGchymuzyYzUqKEuydk,331243.91,0.00088,0.772,0.03,0.07,682.95,0.1282,318.83,0.0598,4326.92,0.812,5328.7,133.33,365,4830.36,YES
140,Staker Space,49DJjUX3cwFvaZD5rCAwubiz7qdRWDez9xmB381XdHru,330039.8,0.00088,0.773,0,0.08,0,0,363.05,0.0777,4311.19,0.9223,4674.24,133.33,365,4175.91,YES
141,Simpdigit,Simpj3KyRQmpRkXuBvCQFS7DBBG6vqw93SkZb9UD1hp,329450.17,0.00088,0.774,0.05,0.1,1132.09,0.1923,453,0.0769,4303.49,0.7308,5888.57,133.33,365,5390.24,YES
142,Phantom Validator,J2nUHEAgZFRyuJbFjdqPrAa9gyWDuc7hErtDQHPhsYRp,328753.1,0.00087,0.775,0.09,0.08,2033.44,0.304,361.63,0.0541,4294.39,0.642,6689.46,133.33,365,6191.13,YES
143,Chive 🌱 0% Fee Forever + MEV,Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,327925.31,0.00087,0.776,0,0,0,0,0,0,4283.57,1,4283.57,133.33,365,3785.24,YES
144,Jito1,J1to1yufRnoWn81KYg1XkTWzmKjnYSnmE2VY8DGUJ9Qv,324198.3,0.00086,0.777,0.04,0.08,891.23,0.1626,356.62,0.065,4234.89,0.7724,5482.74,133.33,365,4984.41,YES
145,ARCHER 0% commission + MEV,DUCKsGEPEdNv9QeskPNwoJdWgAXjxUFrkNDEKjAnLWyY,323164.15,0.00086,0.777,0,0.08,0,0,355.48,0.0777,4221.38,0.9223,4576.86,133.33,365,4078.53,YES
146,Nansen,2NxEEbhqqj1Qptq5LXLbDTP5tLa9f7PqkU8zNgxbGU9P,320185.13,0.00085,0.778,0,0,0,0,0,0,4182.47,1,4182.47,133.33,365,3684.13,YES
147,,46mwXQRqWwj8Jp4ZR2tL1Yr3Snm99xDfKUs5jz7hLmEK,315941.97,0.00084,0.779,0.01,0.01,217.13,0.0495,43.44,0.0099,4127.04,0.9406,4387.61,133.33,365,3889.28,YES
148,,GLCrZmxWYcrGMA5uRa8mmNnQurGBL2p9zrKk9DKugSZX,312478.87,0.00083,0.78,0.1,0,2147.53,0.3447,0,0,4081.8,0.6553,6229.33,133.33,365,5731,YES
149,Stardust Staking - 0% fee forever + MEV 0% fee,5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z,303122.24,0.00081,0.781,0,0,0,0,0,0,3959.58,1,3959.58,133.33,365,3461.25,YES
150,Limitless Systems,8yPiZWMNYMhEqTmPSRc6LsWLFC8pewYEzmgc5kRCLTrZ,301320.94,0.0008,0.782,0,0,0,0,0,0,3936.05,1,3936.05,133.33,365,3437.72,YES
151,Solidestaking,8DHFGo3fDB8GudbNLZEyExLzXQPwvY4twybPbxwDnffx,300118.2,0.0008,0.782,0,0.1,0,0,412.67,0.0952,3920.34,0.9048,4333,133.33,365,3834.67,YES
152,StakeBowl,Bwkz1ddKoGE8hgiSV6HZLXi9RBLqfBi3HZb2QujzVGgz,300007.98,0.0008,0.783,1,1,20618.27,0.7194,4125.16,0.1439,3918.9,0.1367,28662.32,133.33,365,28163.99,YES
153,Astraeus,NDf9Pv6TAxTDPR6ud3djsd2Ux1WS2m2YfTw4qEmSnQH,299874.75,0.0008,0.784,0.05,0.05,1030.46,0.1999,206.17,0.04,3917.16,0.7601,5153.78,133.33,365,4655.45,YES
154,Forbole,76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857,294343.04,0.00078,0.785,0.05,0.08,1011.45,0.1953,323.78,0.0625,3844.9,0.7422,5180.13,133.33,365,4681.79,YES
155,Stake.Cake,o27rnqfNHPwHsRp2xPXXwWzn2q2dGxn6UD4Rt5KMU5h,289524.47,0.00077,0.786,0,0.1,0,0,398.1,0.0952,3781.96,0.9048,4180.06,133.33,365,3681.72,YES
156,P-OPS Team,HLM6hyDWrEca9QMS92nDBa2AreU1qDkppttPVuJ7E2CU,285250.44,0.00076,0.786,0,0.1,0,0,392.22,0.0952,3726.13,0.9048,4118.35,133.33,365,3620.02,YES
157,bloXroute EU,bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8,284487.2,0.00076,0.787,0,0.08,0,0,312.94,0.0777,3716.16,0.9223,4029.1,133.33,365,3530.76,YES
158,pico🙄.sol💎10-17% APY + Paladin⚔️ + giveaways🎉,3xjfK9C9YNcta8MvK1US4sQ3bc6DEjoJoR3qLExGf9xE,284423.58,0.00076,0.788,0.05,0.1,977.36,0.1923,391.09,0.0769,3715.32,0.7308,5083.77,133.33,365,4585.44,YES
159,Kiln2,HCvnhbT3Sn5RsueDisWzzn5FkW8tAqoQK1dr7cvAVzin,282224.18,0.00075,0.789,0.07,0.07,1357.72,0.2554,271.64,0.0511,3686.59,0.6935,5315.96,133.33,365,4817.63,YES
160,Spectrum Staking - Paladin,6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ,281947.82,0.00075,0.789,0,0,0,0,0,0,3682.98,1,3682.98,133.33,365,3184.65,YES
161,1Dad 🚀 0% Fee,1Dadio3JRvpEjY6iSmXmhbGy9RiU8Nxh2GmoVbNusbE,279167.1,0.00074,0.79,0,0.1,0,0,383.86,0.0952,3646.66,0.9048,4030.52,133.33,365,3532.19,YES
162,Paws🐾 0% Fee/MEV,3ZUQekqiZoybB57y49eqtvSaoonqDwuNbeqEGwN88JkQ,278025.13,0.00074,0.791,0,0,0,0,0,0,3631.74,1,3631.74,133.33,365,3133.41,YES
163,LakeStake,LAKEuKJQYVFpf4vyjX7iuf9ajHo3k9FiyewYKf6VxPV,276227.51,0.00074,0.792,0.05,0.1,949.2,0.1923,379.82,0.0769,3608.26,0.7308,4937.28,133.33,365,4438.94,YES
164,Luminal,LunarE7WQyxpPwKo2hkEZZquu6UDWMNjvf3JyzGmdfp,275635.77,0.00073,0.792,0,0,0,0,0,0,3600.53,1,3600.53,133.33,365,3102.2,YES
165,Reorder the Blocks,4AUED4uj6nSTuANzaAUnGBPJQRmhpDYDwoWJNkoUUBBW,269989.81,0.00072,0.793,0.04,0.08,742.21,0.1626,296.99,0.065,3526.78,0.7724,4565.98,133.33,365,4067.65,YES
166,Calypso,FRTcwF2LHHLV2VxKB9nzNpqyBXjpKvkEs5aRuMXrrk8X,268341.09,0.00071,0.794,0.05,0.1,922.1,0.1923,368.97,0.0769,3505.24,0.7308,4796.31,133.33,365,4297.98,YES
167,Paragon,VotESBSkLKU8vebS6wTR2rzWWJsLc6YThYS6tebPxXq,267362.2,0.00071,0.794,0.05,0.1,918.73,0.1923,367.63,0.0769,3492.46,0.7308,4778.82,133.33,365,4280.48,YES
168,Alien 👽 0% +Mev rewards,qjUuLxWo29QCBr7ZQw4EPLkAtmjHS2ZdZpZcH9g7fRb,266938.06,0.00071,0.795,0,0.05,0,0,183.52,0.05,3486.92,0.95,3670.44,133.33,365,3172.11,YES
169,Puerta del Sol,8inoRcYLtHdDL1qHWvGph7pkJKuJdrE2kNkFpjcYaYHf,266707.02,0.00071,0.796,0,0.1,0,0,366.73,0.0952,3483.9,0.9048,3850.63,133.33,365,3352.29,YES
170,☄️ The Mandalorian ☄️,42XzJdJvr1qE7zdEnPQhV5PsN9eyAcR45SWpTrifW1JB,265882.61,0.00071,0.797,0,0.05,0,0,182.8,0.05,3473.13,0.95,3655.93,133.33,365,3157.59,YES
171,1000X.sh,1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm,265184.15,0.00071,0.797,0,0.1,0,0,364.63,0.0952,3464.01,0.9048,3828.64,133.33,365,3330.31,YES
172,Valid Blocks + Jito + Paladin ⚔️,6hkfqeNAbURk7CmAQsP4Qm6WwHVF4LxHupEvQf7Tkrf1,264928.28,0.00071,0.798,0,0.1,0,0,364.28,0.0952,3460.66,0.9048,3824.94,133.33,365,3326.61,YES
173,Hyper 🫨,DzQHN1oTdN85Sbku2bc9Fu9yEwrgRMiu2XbRcntZ31yb,264186.97,0.0007,0.799,0,0,0,0,0,0,3450.98,1,3450.98,133.33,365,2952.65,YES
174,Honeybee 🐝 +Jito,QXmsTYFK7YT2BpP2AnvXwuRpfwmsJZpovLcUqdSjoK1,260114.66,0.00069,0.799,0,0.05,0,0,178.83,0.05,3397.79,0.95,3576.62,133.33,365,3078.28,YES
175,Meyerbro (554 epochs),5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,258371.96,0.00069,0.8,0,0.1,0,0,355.27,0.0952,3375.02,0.9048,3730.29,133.33,365,3231.95,YES
176,MAS DeFi,masvNDXtxVVMrYSV84RMry97JyHXAFcdfTZJ5VzpSYR,257291.18,0.00068,0.801,0,0,0,0,0,0,3360.9,1,3360.9,133.33,365,2862.57,YES
177,SolBrothers,GA2t11gJcmuZ4y7pShTzgYDkxVaJaVQJqkVUqojhPPsT,256562.41,0.00068,0.801,0,0,0,0,0,0,3351.38,1,3351.38,133.33,365,2853.05,YES
178,EONpool,eondcw2upjH14EuvBzmn6HfGEGo8t9hG9JbXtPj6cym,256424.33,0.00068,0.802,0,0.1,0,0,352.59,0.0952,3349.58,0.9048,3702.17,133.33,365,3203.83,YES
179,,6tgtejPHUHR1pECzXqQT8EHZqnKCWZFSqdZXDyBaKe3b,256383.08,0.00068,0.803,1,1,17620.11,0.7194,3525.31,0.1439,3349.04,0.1367,24494.46,133.33,365,23996.13,YES
180,,2EWi8L6xp62VgTqFo3LnhoSP5sL9CWqYxvK7UA63qK9x,255716.3,0.00068,0.803,0.05,0.1,878.71,0.1923,351.61,0.0769,3340.33,0.7308,4570.66,133.33,365,4072.33,YES
181,topnode,4jx1b7HCN9nCxygP3hruC85BxcYndhxby4hkNexuHvxT,255121.22,0.00068,0.804,0,0,0,0,0,0,3332.56,1,3332.56,133.33,365,2834.22,YES
182,Prompt Logic,9f7dqiYNBZbgPesAnLeWnKCtxYHSfMg5x1EMZCJwVwG7,254716.77,0.00068,0.805,0,0.1,0,0,350.24,0.0952,3327.27,0.9048,3677.51,133.33,365,3179.18,YES
183,Asteroid staking,5mSBnz3zNSVzXQHxBmrTLESynukH2JHVcCN14GHtVsWD,253760.29,0.00068,0.806,0.05,0.1,871.99,0.1923,348.92,0.0769,3314.78,0.7308,4535.7,133.33,365,4037.36,YES
184,H2O Nodes,FCvNkHa4U3yh7AXWGGL2jWLWiSRouR8EtzY5WVTHKTHa,253055.09,0.00067,0.806,0,0,0,0,0,0,3305.57,1,3305.57,133.33,365,2807.24,YES
185,Pier Two,DierScgiTrz5AM7mddeJLHYNvafym3XhjjdM51AnKevU,252763.78,0.00067,0.807,0.05,0.05,868.57,0.1999,173.78,0.04,3301.76,0.7601,4344.11,133.33,365,3845.78,YES
186,Majestysol | 🔥 0% Fee + ⚡ MEV,5AC692spnjbegP7ttCXJEzUe8S81sLYsqJd8Ae6Zv1xU,251203.05,0.00067,0.808,0,0,0,0,0,0,3281.38,1,3281.38,133.33,365,2783.04,YES
187,ART3MIS.CLOUD ☘️,3iPuTgpWaaC6jYEY7kd993QBthGsQTK3yPCrNJyPMhCD,247620.97,0.00066,0.808,0,0,0,0,0,0,3234.59,1,3234.59,133.33,365,2736.25,YES
188,Aurora Validator,34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs,247242.96,0.00066,0.809,0,0.08,0,0,271.97,0.0777,3229.65,0.9223,3501.62,133.33,365,3003.28,YES
189,Bandito Stake,CwSZ17woioM2bqEbaswZJYvx5pemN6t3shBcU6zqPHyG,246270.26,0.00066,0.809,0.05,0,846.26,0.2083,0,0,3216.94,0.7917,4063.2,133.33,365,3564.86,YES
190,JM,Eajfs6oXGGkvjYsxkQZZJcDCLLkUajaHizfgg2xTsqyd,245319.27,0.00065,0.81,0,1,0,0,3373.18,0.5128,3204.52,0.4872,6577.7,133.33,365,6079.36,YES
191,Grid Systems - Running on Firedancer!,gridZ5cMHjWGktAQt6o36NtF7XSv19nJBrW83zmo7BM,244041.65,0.00065,0.811,0.05,0,838.6,0.2083,0,0,3187.83,0.7917,4026.43,133.33,365,3528.09,YES
192,TruFin,GrefCNn5jSbcWv3uiervqZiCC87F8oX7PXz9LEBiog6s,243202.39,0.00065,0.811,0.05,0.1,835.71,0.1923,334.41,0.0769,3176.87,0.7308,4346.99,133.33,365,3848.65,YES
193,Nordic Staking 0% fee top APY +MEV,B1w6SZcyvjyp6zEyStcc8u9AxXAh2AbYvNzMmP9rRKE9,239908.15,0.00064,0.812,0,0.09,0,0,296.89,0.0865,3133.84,0.9135,3430.72,133.33,365,2932.39,YES
194,SuperteamDE x Staking Facilities | Public Goods Validator,Ehdn9LdjTAURQSMoDPERXLehtvzy7QD762wwPkzGT7RS,239799.8,0.00064,0.813,0.05,0.08,824.02,0.1953,263.78,0.0625,3132.42,0.7422,4220.22,133.33,365,3721.89,YES
195,WestSide 🖖,7miZ2ZoXwS3YDzBRCbWcEtNVyuxk8WbbcyQwq7i5btvZ,237909.75,0.00063,0.813,0,0.06,0,0,196.28,0.0594,3107.73,0.9406,3304.01,133.33,365,2805.68,YES
196,le.SteakHaus,steakxfubt37xYdvuXz7BV5Uhhhk1FyJx9zGHfDcTVr,236828.55,0.00063,0.814,0,0.1,0,0,325.64,0.0952,3093.61,0.9048,3419.25,133.33,365,2920.92,YES
197,Node Integration,Node56Cr7y4Udym2vPt9DsRbWcBL29JivsGh2drpbKb,236195.5,0.00063,0.815,0,0.1,0,0,324.77,0.0952,3085.34,0.9048,3410.11,133.33,365,2911.78,YES
198,Phase Labs,phz34EcgWRCT9otPzRS2JtSzVHxQJk4SovqJvV1TQk8,235896.9,0.00063,0.815,0.05,0.1,810.61,0.1923,324.36,0.0769,3081.44,0.7308,4216.41,133.33,365,3718.08,YES
199,"Trillium: Stake, Earn, and Fuel Solana!",tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT,235488.05,0.00063,0.816,0,0.1,0,0,323.8,0.0952,3076.1,0.9048,3399.9,133.33,365,2901.56,YES
200,Stronghold,Ac1beBKixfNdrTAac7GRaTsJTxLyvgGvJjvy4qQfvyfc,235020.23,0.00063,0.816,0.03,0.1,484.56,0.125,323.16,0.0833,3069.99,0.7917,3877.7,133.33,365,3379.37,YES
201,MARVEL+MEV!,i6PZjkPHGYmPfPE8LsJuLn5huZyusXhmysiDiHGPjxb,234648.59,0.00062,0.817,0,0.1,0,0,322.65,0.0952,3065.13,0.9048,3387.78,133.33,365,2889.44,YES
202,Luna Labs,Luna8BkZNpZ9DKmszrZYPvFpTr4eJJfxxTnGDwTrYkv,234422.35,0.00062,0.818,0,0.1,0,0,322.33,0.0952,3062.18,0.9048,3384.51,133.33,365,2886.18,YES
203,Appleyello,78QvBqfkWbDbyo1DMb2ku42r1UfxecwptjbPWJqxkX6E,234046.32,0.00062,0.818,0.05,0,804.25,0.2083,0,0,3057.26,0.7917,3861.51,133.33,365,3363.18,YES
204,Chronoflare,323d4ZiSqS1PwGwpJwD88jNPaGqkm7YYW2tJt2T8iFzo,233482.09,0.00062,0.819,0,0.1,0,0,321.04,0.0952,3049.89,0.9048,3370.94,133.33,365,2872.6,YES
205,Radiants,radYEig9KGrMTMWbWRFV7LStotQbnLgPaEFHVDsudQz,233388.68,0.00062,0.82,0.05,0.1,801.99,0.1923,320.91,0.0769,3048.67,0.7308,4171.58,133.33,365,3673.24,YES
206,Mango Validator,5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,232884.56,0.00062,0.82,0.02,0.08,320.1,0.0885,256.18,0.0708,3042.09,0.8407,3618.37,133.33,365,3120.03,YES
207,,9jVU1ET9Xxqnrsqjw8FGxmHgcXs6Hbj1HECckWqn2LUD,232110.41,0.00062,0.821,1,1,15951.96,0.7194,3191.55,0.1439,3031.98,0.1367,22175.49,133.33,365,21677.15,YES
208,Titan Analytics,EBVj3uwSKZpqEb1K267JaPxDQhULVqCy6hYeQqjsPh81,231444.29,0.00062,0.821,0,0.1,0,0,318.24,0.0952,3023.27,0.9048,3341.51,133.33,365,2843.18,YES
209,Dante 🐾,AYSvheimgwhpRHXossLqrTBDPwo4jHDQJ1UhMeAArTwH,231406.48,0.00062,0.822,0,0.05,0,0,159.09,0.05,3022.78,0.95,3181.87,133.33,365,2683.54,YES
210,Anode ⚡️ Beta,AnodeNCzJGQ7QwheFqJr6EknKGa72m6XHiLtDQiXcmEc,230559.57,0.00061,0.823,0,0.1,0,0,317.02,0.0952,3011.72,0.9048,3328.74,133.33,365,2830.41,YES
211,Solana Org,G5rpFxdBqmZGg9Dm7QZwqatKa1YRPE5HDxZqohw7zbz8,229529.14,0.00061,0.823,0.07,0.08,1104.22,0.2536,252.48,0.058,2998.26,0.6885,4354.96,133.33,365,3856.63,YES
212,Hypo Nyms,nymsndUdAZyUPpWYz5VEg8Ghj9cFvwTRgciLogpmYaQ,229414.76,0.00061,0.824,0,0,0,0,0,0,2996.76,1,2996.76,133.33,365,2498.43,YES
213,ex1arey 💫 0% fee + MEV!,5HScvYkTWL9iojhPv26xK7GqB7oBsj9A2qHCeNRFmdyG,228540.51,0.00061,0.825,0,0.08,0,0,251.4,0.0777,2985.34,0.9223,3236.74,133.33,365,2738.41,YES
214,✨ lux8.net ✨,48oxpSHQkM4sdXUY9NQ8KnEtebzZbyk8uUT7JRdVQNuf,226730.84,0.0006,0.825,0,0,0,0,0,0,2961.7,1,2961.7,133.33,365,2463.37,YES
215,BullMooseSystems,2iWXwF2Q5W6o7yntV2mkbxncB4rYHnX61y3NU8a8EFMJ,225663.6,0.0006,0.826,0,0.1,0,0,310.29,0.0952,2947.76,0.9048,3258.05,133.33,365,2759.72,YES
216,Darvin,4CaonBV9LeqJ2oGhTdbNMWKFcHMbLmCnpCyvrRZtLkz3,225632.63,0.0006,0.826,0.05,0.1,775.34,0.1923,310.25,0.0769,2947.36,0.7308,4032.95,133.33,365,3534.61,YES
217,BBG 🫧 +MEV,BBGumW2W9u8NEpkKeK4Gq1dCL2dUzAcLVPoPFYHwHHjm,224182.53,0.0006,0.827,0,0.1,0,0,308.25,0.0952,2928.42,0.9048,3236.67,133.33,365,2738.34,YES
218,Stake.org,StakeyJXE1yJbEApBVswHN4JdZXcj7V5MHbzffa4dFp,223852.65,0.0006,0.828,0.05,0.1,769.22,0.1923,307.8,0.0769,2924.11,0.7308,4001.13,133.33,365,3502.8,YES
219,Pegasus Validator,9vNLTLdwAdHw8EdiZrLzDtUpm3hp7E2MGaNi6SmdfBGz,223745.49,0.0006,0.828,0,0.1,0,0,307.65,0.0952,2922.71,0.9048,3230.36,133.33,365,2732.03,YES
220,STEAK.NET 🥩,STeaKrJdxdPMww27XJsjRBfrzqfjFT1BxotgQtFyDgx,223664.73,0.0006,0.829,0.05,0.08,768.58,0.1953,246.03,0.0625,2921.65,0.7422,3936.26,133.33,365,3437.93,YES
221,SUPERBASEDD,basedoziCpdswZX6J6bJB7EnJwh38i1K2zwLjt4JeAo,223647.04,0.0006,0.829,0.05,0.08,768.52,0.1953,246.01,0.0625,2921.42,0.7422,3935.95,133.33,365,3437.62,YES
222,Xandeum Labs low fee + MEV = 🔥APY %,6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,223097.38,0.00059,0.83,0.05,0.1,766.63,0.1923,306.76,0.0769,2914.24,0.7308,3987.63,133.33,365,3489.3,YES
223,Kiwami Validator ⚔️ Paladin,Cue647T8jgwpRSDUb8ttTYx7NiEfJCRZNiiw1qmchXsG,222766.84,0.00059,0.83,0.05,0.1,765.49,0.1923,306.31,0.0769,2909.92,0.7308,3981.72,133.33,365,3483.39,YES
224,StakeWeight.net,SWnetzxKaKtuysePKKAzdPAk3gqWgPYxg31vet69Xnz,222453.03,0.00059,0.831,0.05,0.1,764.41,0.1923,305.88,0.0769,2905.83,0.7308,3976.11,133.33,365,3477.78,YES
225,Ivy Oracle,5eJQDSbgTZSEmH3zSWDEdAKgjavUUn9BkouCFNLz1x93,222423.64,0.00059,0.832,0,0.1,0,0,305.84,0.0952,2905.44,0.9048,3211.28,133.33,365,2712.94,YES
226,dreamstaker,7r1g7s6UjYuosRCHwedpGRCbJhZqM2LhUPxgoayRE6Rm,222111.7,0.00059,0.832,0,0.1,0,0,305.41,0.0952,2901.37,0.9048,3206.77,133.33,365,2708.44,YES
227,Monkey Kingdom,62AZkVfjLRXmNtW3guA2nsXv7MmzQsCWmscwkFzwts1k,222002.37,0.00059,0.833,0.05,0.1,762.86,0.1923,305.26,0.0769,2899.94,0.7308,3968.06,133.33,365,3469.73,YES
228,LuSOL +MEV,8vyuJTHSDkx7k1zymea4TMsgvixf3rCYBXHPDQajePkE,221999.55,0.00059,0.833,0,0.1,0,0,305.25,0.0952,2899.9,0.9048,3205.15,133.33,365,2706.82,YES
229,WinStake Labs,mNyQrNRYAuL2CwNCGmCsmwj9EcG88Sf8hs5rCirZaUr,221847.68,0.00059,0.834,0,0.07,0,0,213.53,0.0686,2897.92,0.9314,3111.45,133.33,365,2613.12,YES
230,Validators.link,VALiDsfZKafvvQM5CMHhJd6PeVx9UpeDEC4Zk3WYikz,221815.22,0.00059,0.835,0.05,0.1,762.22,0.1923,305,0.0769,2897.49,0.7308,3964.71,133.33,365,3466.38,YES
231,HyperSol,Fbnesg4kSDDoFbjaSiDQJ3GXHHAnNb1CJCgLQp4dxj4C,221501.01,0.00059,0.835,0,0.1,0,0,304.57,0.0952,2893.39,0.9048,3197.96,133.33,365,2699.62,YES
232,SOLGirl + MEV,4tuMshQNpAFpy1YtEHnSsE5EPN1mAT8FevWvn2UPJHNM,221126.13,0.00059,0.836,0,0.1,0,0,304.05,0.0952,2888.49,0.9048,3192.54,133.33,365,2694.21,YES
233,Gaxx Validator,GaxxAn5335dA4U3772MCFeqdyqCVEfmsQTQ47YXfC2Xi,221099.11,0.00059,0.836,0,0.1,0,0,304.01,0.0952,2888.14,0.9048,3192.15,133.33,365,2693.82,YES
234,Dutzu,HiLaiF6HAUL2kYBsHcVb3CDws9c3dEphtfPbzDnKYFYB,220324.41,0.00059,0.837,0,0.1,0,0,302.95,0.0952,2878.02,0.9048,3180.97,133.33,365,2682.64,YES
235,Troix,DggvF7asrbjrqvcvPPRKovy3VVvjCgvc2GnWVusxq2MP,220152.82,0.00059,0.838,0,0.1,0,0,302.71,0.0952,2875.78,0.9048,3178.49,133.33,365,2680.16,YES
236,"Empyrial - 0% fee, high performance and MEV profit share",5frYQSynysBe1akCVK9tNBJ5j8jgBgUsjAXAgqHxvykJ,219955.22,0.00059,0.838,0,0.1,0,0,302.44,0.0952,2873.2,0.9048,3175.64,133.33,365,2677.31,YES
